збор,значење,примери,граматички определби,преводи на други јазици,извор
дупчен,,,,,
дупчест,,,,,
дупчец,,,,,
дупчи,,,,,
дупчи,(диј. ),,,,
дурбин,,,,,
дури,,,,,
дурка,глагол некој (диј. пробиштипски),,,,
дурски,,,,,
дух,,,,,
духовден,,,,,
духовден,,,,,
Духовден,,,,,
духовник,,,,,
душа,,,,,
Душан,,,,,
душек,,,,,
душеме,под (диј. ),,,,
Душеме – дрвен под,,,,,
душен,,,,,
души,,,,,
душица,,,,,
душка,,,,,
душка,,,,,
душкало,,,,,
душкан,,,,,
Душко,,,,,
душман,,,,,
душман,,,,,
душман,(диј. ),,,,
душнат,,,,,
душне,,,,,
душник,,,,,
Е,,,,,
ебам,,,,,
ебан,,,,,
ебач,,,,,
ебе,,,,,
ебен,,,,,
еблив,,,,,
еблив,,,,,
Ева,,,,,
еваа,,,,,
евааа,лелеле (диј. штипски),,,,
евааа,бреее (диј. ),,,,
Евввааа – лелее,,,,,
евдеа,тука (диј. ),,,,
еве,,,,,
Евкалиптус,растение,,,,
евла,,,,,
евла,,,,,
евла,,,,,
евли,,,,,
евловица,,,,,
евловица,евлово гранче ракија,,,,
евнух,,,,,
евра,,,,,
евро,,,,,
евро-,,,,,
евроафрикански,,,,,
евроинтеграција,,,,,
Европска Бука,растение,,,,
европски,,,,,
Европски Ариш,растение,,,,
евроскептичен,,,,,
евтин,,,,,
евтопратеник,,,,,
Егејска,,,,,
егејски,,,,,
егзампларност,,,,,
егзарх,,,,,
егзархија,,,,,
егзархист,,,,,
егзегеза,,,,,
его,,,,,
егоистичен,,,,,
егологизам,,,,,
егоцентричен,,,,,
едвај,,,,,
еден,,,,,
едикт,,,,,
единаесет,,,,,
единица,,,,,
единство,,,,,
Едич,растение,,,,
една,,,,,
еднакво,,,,,
еднаквост,,,,,
еднаш,,,,,
едни,,,,,
едно,,,,,
еднобоен,,,,,
едноброен,,,,,
едновековен,,,,,
едноверен,,,,,
едноврвен,,,,,
едновремен,,,,,
едновремено,,,,,
едногодишен,,,,,
Едногодишна Ливадарка,растение,,,,
едногрб,,камила,,,
еднодневка,,,,,
еднојазичен,,,,,
еднокатен,,,,,
еднокорабен,,,,,
еднолиниски,,,,,
едноличен,,,,,
еднонасочен,nina,,,,
еднорог,,,,,
едносменски,,,,,
едносмерна,,,,,
еднособен,,,,,
едност,,,,,
едностраност,,,,,
еднотворен,,,,,
едноцифрен,,,,,
еднуш,,,,,
едра,,,,,
едри,,,,,
едро,,,,,
ежа,,,,,
еже,,,,,
Ежевка,растение,,,,
ежен,,,,,
ежење,,,,,
ежи,,,,,
ежиште,,,,,
ежов,,,,,
ежуле,,,,,
езан,,,,,
езеро,,,,,
еја,,,,,
еја,,,,,
Ејга – еве ја,,,,,
екање,,,,,
екватор,,,,,
еким,,,,,
еким,,,,,
екипаж,,,,,
еклер,,,,,
еклер,,,,,
еклетички,,,,,
екне,,,,,
екне,"удри, тресне (диј. )",,,,
економија,,,,,
економист,,,,,
екосистем,,,,,
екосистем,,,,,
екосоцијален,maja,,,,
екот,,,,,
екран,,,,,
ексик,,,,,
ексик,,,,,
ексик,(диј. битолски),,,,
експозијатура,,,,,
експорт,,,,,
екстензивен,,,,,
екстра,,,,,
екстракт,,,,,
екстремист,,,,,
ела,,,,,
ела,"1. дрво
2. дојди -од грчки (диј.)",,,,
ела,,,,,
елан,,,,,
елва,,,,,
елда,,,,,
елек,,,,,
елекроинсталер,,,,,
електрана,,,,,
електричар,,,,,
електроинсталер,,,,,
електромеханичар,,,,,
електросистем,,,,,
електротехника,,,,,
електротехника,,,,,
електротехничар,,,,,
електротехничар,,,,,
електротехнички,,,,,
елем,,,,,
елемент,,,,,
елементарен,,,,,
елен,,,,,
елен,,,,,
еленистика,,,,,
елениште,,,,,
елинистичко,,,,,
елипса,,,,,
елка,,,,,
елки,,,,,
елов,,,,,
елов,,,,,
елче,,,,,
Ељ’м –,,,,,
емаиј,,,,,
Емболија,,,,,
Емил,,,,,
емир,,,,,
емпатија,,,,,
ему,,,,,
Ена,,,,,
Енгелхардија,растение,,,,
ендек,,,,,
ендек,канал,,,,
ендек,,,,,
ендемичен,,,,,
ене,,,,,
енергетика,,,,,
ензим,,,,,
ензим,,,,,
енкултурација,,,,,
Еновец,растение,,,,
енологија,,,,,
енофилија,,,,,
ентомофилија,,,,,
енус,сега (диј. струмички),,,,
"Енус – скоро, само што",,,,,
епархија,,,,,
епископ,,,,,
епитаф,,,,,
епитрафил,,,,,
епрувета,,,,,
Епрувета,,,,,
епски,,,,,
ептен,,,,,
ера,,,,,
ербап,,,,,
ерген,,,,,
еребија,,,,,
еребица,,,,,
Еремија,,,,,
еремиовден,,,,,
ерес,,,,,
Еркер,,,,,
еркодишан,,,,,
ерл,,,,,
Ерленмаер,,,,,
ерозија,,,,,
есап,,,,,
есап,,,,,
есен,,,,,
есен,,,,,
есенски,,,,,
Есенски Мразовец,растение,,,,
ескиважа,,,,,
ескиважа,,,,,
Еским,,,,,
еснаф,,,,,
еспадрилки,,,,,
еспресо,,,,,
естет,,,,,
естетика,,,,,
естетика,,,,,
естетски,,,,,
ести,,,,,
естрагон,,,,,
есцајг,,,,,
ета,,,,,
ете,,,,,
етер,,,,,
етимологија,,,,,
етникум,,,,,
етногенеза,,,,,
етногенеза,,,,,
етнограф,,,,,
етнолог,,,,,
етнологија,,,,,
етноним,,,,,
етноцентризам,,,,,
ЕУ,,,,,
еуристичен,,,,,
ефедра,,,,,
ефект,,,,,
Ефес,,,,,
ефециеност,,,,,
ефтин,,,,,
ехе,,,,,
ехо,,,,,
ечи,,,,,
ешко,,,,,
Ж,,,,,
ж'т,жолт (диј. кавадаречки),,,,
жаба,,,,,
жаба,,,,,
жабар,,,,,
жабар,,,,,
жабец,,,,,
жабиште,,,,,
жабји,,,,,
жабра,,,,,
жабри,,,,,
Жабутикаба,растение,,,,
жабче,,,,,
жадост,,,,,
жал,,,,,
жалба,,,,,
жалба,,,,,
жалбен,,,,,
жален,,,,,
жали,,,,,
Жална Смрека,растение,,,,
жално,,,,,
жалост,,,,,
жалфија,,,,,
жалфија,,,,,
жалфија,,,,,
Жалфија,растение,,,,
Жана,,,,,
Жанка,,,,,
Жанко,,,,,
жанр,,,,,
жапка,,,,,
жапче,,,,,
жар,,,,,
жаргон,,,,,
жарен,,,,,
жари,,,,,
жариште,,,,,
жарје,,,,,
Жарко,,,,,
жарок,,,,,
жарче,,,,,
жвака,мастика (диј. струмички),,,,
Жвака – мастика,,,,,
ждере,,,,,
ждере,,,,,
ждерен,,,,,
ждралка,,,,,
ждребе,,,,,
ждребе,,,,,
ждребе,,,,,
ждребе,,,,,
ждребец,,,,,
ждрело,(диј. ),,,,
ждрепка,,,,,
ждрига,,,,,
ждрига,грав (диј. струмички),,,,
ждригне,,,,,
ждринга,,,,,
ждрингот,,,,,
жега,,,,,
жеден,,,,,
Жедник,растение,,,,
жедно,,,,,
жеже,,,,,
жежи,,,,,
жежок,,,,,
жезли,,,,,
жезло,,,,,
жезол,,,,,
жезол,,,,,
жезол,,,,,
желад,,,,,
желад,,,,,
желад,,,,,
желад,,,,,
желатин,,,,,
желатинозен,,,,,
желба,,,,,
желбен,,,,,
желе,,,,,
желе,,,,,
железо,,,,,
желен,,,,,
желка,,,,,
желкин,,,,,
желно,,,,,
желоз,,,,,
желче,,,,,
жена,,,,,
жена,,,,,
жена,,,,,
женет,,,,,
жени,,,,,
жениште,,,,,
женка,,,,,
женка,,,,,
женкар,,,,,
женкар,,,,,
женкариште,,,,,
женки,,,,,
жено,,,,,
женска,,,,,
женска,,,,,
женскаст,,,,,
женски,,,,,
женски,,,,,
женско,,,,,
женствен,,,,,
женче,,,,,
жерав,,,,,
жерав,,,,,
жерав,,,,,
жерав,,,,,
жесток,,,,,
жетва,,,,,
жетва,,,,,
жетва,,,,,
жетвар,,,,,
жетвар,,,,,
жетвар,јуни,,,,
жетвен,,,,,
жетвен,,,,,
жетон,,,,,
жешко,,,,,
жешти,,,,,
жива,,,,,
живеалиште,,,,,
живеалиште,,,,,
живец,,,,,
живина,,,,,
живинарство,,,,,
Живко,,,,,
живнат,,,,,
живне,,,,,
живо,,,,,
живопис,,,,,
живопис,,,,,
живописен,,,,,
живописен,,,,,
живороден,,,,,
живороден,,,,,
живот,,,,,
животопис,,,,,
живти,,,,,
живци,,,,,
жижица,,,,,
жила,,,,,
жилав,,,,,
жилест,,,,,
жилет,,,,,
жилет,,,,,
жилет,именка изведенка од gillette,,,,
жилет,,,,,
жили,,,,,
жило,,,,,
жими,,,,,
жими,,,,,
жири,,,,,
жиро,,,,,
житар,,,,,
житар,август,,,,
житарка,,,,,
житарка,,,,,
житарка,,,,,
житвар,јуни (диј. гевгелиски),,,,
жител,,,,,
житен,,,,,
жити,,,,,
житје,,,,,
жито,,,,,
житороден,,,,,
жица,1. 2. телефон (диј. струмички),,,,
жица,,,,,
жици,,,,,
жичен,,,,,
жичка,,,,,
жично,,,,,
жлебен,,,,,
жлебуван,,,,,
жлезда,,,,,
жлезда,,,,,
жлезда,,,,,
жлезден,,,,,
жлезди,,,,,
жлездичка,,,,,
жлепче,,,,,
жмарци,морници (диј. кумановски),,,,
жмури,,,,,
жмурка,,,,,
жмурка,,,,,
жнеалка,,,,,
жнее,,,,,
жнеен,,,,,
жнееш,,,,,
жнејач,"1.
2. Србин на стар таен јазик македонски",,,,
жние,,,,,
жолна,,,,,
жолт,,,,,
Жолта Треска,,,,,
жолтарче,,,,,
жолтица,,,,,
жолто,,,,,
жолтоклун,,,,,
жолтоног,,,,,
жолчен,,,,,
жолчка,,,,,
жолчки,,,,,
жонглер,,,,,
жоржет,,,,,
жрепка,,,,,
жртва,,,,,
жртва,,,,,
жртвен,,,,,
жртвеник,,,,,
жртви,,,,,
жубор,,,,,
жубори,,вода,,,
жулен,,,,,
жули,,,,,
жуља,,,,,
жуљан,,,,,
жупа,,,,,
жупник,,,,,
жупников,,,,,
жури,,,,,
журка,,,,,
журка,,,,,
журки,,,,,
журнал,,,,,
журче,,,,,
жут,жолт (диј. староскопски),,,,
жутне,турне (диј. ),,,,
З,,,,,
З’нк – вид игра со карти,,,,,
з'ш,зошто,,,,
з'ш,"зошто (диј. тетовски, кривопаланечки, скопски и др.)",,,,
заба,,,,,
забавиште,,,,,
забар,,,,,
забел,,,,,
забелешка,,,,,
забен,,,,,
забест,,,,,
забец,,,,,
заби,,,,,
заби,,,,,
забиште,,,,,
заблаженост,,,,,
забле,,,,,
заблуда,,,,,
заблуда,,,,,
забно,,,,,
заболекар,,,,,
заборав,,,,,
заборчување,,,,,
забче,,,,,
Заваљ’н – запален оган или легнат во кревет,,,,,
заварувач,,,,,
заварувач,,,,,
завеан,,,,,
завеса,,,,,
завет,,,,,
завет,,,,,
завислив,,,,,
зависливец,,,,,
Зависност Од Супстанции,,,,,
завист,,,,,
завиткува,,,,,
завод,,,,,
завод,,,,,
завод,,,,,
завој,,,,,
завртувач,,,,,
загаден,,,,,
загаденост,,,,,
загадочен,,,,,
загар,,,,,
загатка,,,,,
загатлив,,,,,
заговор,,,,,
заговорник,,,,,
заговорништво,,,,,
загон,,,,,
загоритенџере,"некој шо е изгубен во просторо и времето, забораен",,,,
загоритенџере,"некој што е загубен во простор и време, заборавен (диј. битолски)",,,,
загорченост,,,,,
загорчување,,,,,
заграб,,,,,
Загреб,,,,,
загрижен,,,,,
загрчи,,,,,
загуба,,,,,
Загуљ’н – смотан,,,,,
загуљен,,,,,
загуљн,глуп (диј. струмички),,,,
задача,,,,,
задгробен,,,,,
заден,,,,,
задени,,,,,
задименост,,,,,
задименост,,,,,
задишен,,,,,
задник,,,,,
задоволство,,,,,
задолжение,,,,,
задреме,,,,,
задруга,,,,,
задругар,,,,,
Задув,,,,,
задува,,,,,
задушен,,,,,
задушница,,,,,
заедница,,,,,
заем,,,,,
Заечка,растение,,,,
зазорува,,,,,
заѕвезди,,,,,
заѕвери,,,,,
заѕвони,,,,,
Заир,,,,,
зајадлив,,,,,
зајак,,,,,
зајак,,,,,
зајачиште,,,,,
зајдва,заоѓа,,,,
зајдвит,заоѓа (диј. долнорекански),,,,
зајде,,,,,
зајден,,,,,
зајдисонце,,,,,
зајко,,,,,
зајмен,,,,,
зајми,,,,,
зајци,,,,,
зајчар,"1.
2. раса на куче",,,,
зајче,,,,,
Закамен,,,,,
Закаре – го поведе со себе,,,,,
